Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-June-2021,17640.00,17683.75,17387.20,17445.15,17524.566811062979006997,9003,1699,157773675.00,6403,71.12,296.55,-194.85
3-June-2021,17670.00,17850.00,17557.45,17795.70,17699.009969325153374233,1304,733,23079509.00,558,42.79,292.55,125.70
2-June-2021,17633.65,17808.00,17520.00,17645.85,17660.301743264659270998,3155,1547,55718252.00,1538,48.75,288.00,12.20
1-June-2021,17600.00,17800.00,17500.00,17765.50,17706.963941086846114779,1969,841,34865012.00,908,46.11,300.00,165.50
31-May-2021,17510.00,17740.95,17421.00,17692.70,17642.084363245566899516,1861,842,32831919.00,550,29.55,319.95,182.70
28-May-2021,17620.00,17829.20,17475.95,17507.60,17611.127667140825035561,2812,1441,49522491.00,1260,44.81,353.25,-112.40
27-May-2021,17530.00,17894.00,17431.20,17772.55,17636.610469068660774983,1471,694,25943454.00,814,55.34,462.80,242.55
26-May-2021,17525.00,17590.45,17370.05,17526.80,17485.963653754184600669,2091,979,36563150.00,806,38.55,220.40,1.80
25-May-2021,17510.00,17750.00,17450.00,17529.00,17640.659462734801050292,4951,2275,87338905.00,1964,39.67,300.00,19.00
24-May-2021,17450.00,17577.60,17310.25,17375.75,17441.952030947775628626,2585,975,45087446.00,780,30.17,267.35,-74.25
21-May-2021,17350.00,17550.00,17279.25,17491.95,17432.934829059829059829,1872,914,32634454.00,642,34.29,270.75,141.95
20-May-2021,17480.00,17500.00,17217.75,17277.10,17284.061481136469492314,2147,810,37108880.00,400,18.63,282.25,-202.90
19-May-2021,17200.00,17467.75,17200.00,17444.25,17398.909684439608269858,2757,955,47968794.00,1094,39.68,267.75,244.25
18-May-2021,17035.00,17248.60,17035.00,17173.85,17131.194478527607361963,1630,646,27923847.00,713,43.74,213.60,138.85
17-May-2021,17250.00,17281.10,17004.05,17037.00,17111.595362318840579710,1725,685,29517502.00,428,24.81,277.05,-213.00
14-May-2021,16750.00,17250.00,16714.00,17217.55,17046.527115613825983313,3356,1119,57208145.00,1459,43.47,536.00,467.55
12-May-2021,16939.95,16939.95,16621.00,16713.75,16684.704486626402070750,2318,1013,38675145.00,1022,44.09,318.95,-226.20
11-May-2021,16760.00,16945.55,16707.00,16870.95,16787.570149253731343283,1340,565,22495344.00,502,37.46,238.55,110.95
10-May-2021,16767.00,16844.40,16673.60,16763.60,16772.706385118149824032,1989,676,33360913.00,537,27.00,170.80,-3.40
7-May-2021,16780.00,16795.00,16660.10,16753.55,16742.759919028340080971,2470,1036,41354617.00,1557,63.04,134.90,-26.45
6-May-2021,16588.00,16767.00,16561.20,16727.00,16681.474042338709677419,3968,1352,66192089.00,2800,70.56,205.80,139.00
5-May-2021,16585.00,16602.00,16457.80,16550.20,16533.957070707070707070,792,359,13094894.00,288,36.36,144.20,-34.80
4-May-2021,16564.80,16627.50,16391.50,16538.10,16542.249625561657513729,2003,543,33134126.00,808,40.34,236.00,-26.70
3-May-2021,16352.00,16570.00,16267.05,16500.70,16473.966204287515762925,3965,1408,65319276.00,1642,41.41,302.95,148.70
30-April-2021,16510.00,16567.75,16271.45,16311.10,16392.447355652595827268,4122,1840,67569668.00,2358,57.21,296.30,-198.90
29-April-2021,16697.00,16709.95,16490.00,16506.95,16540.966924398625429553,2328,976,38507371.00,1260,54.12,219.95,-190.05
28-April-2021,16849.00,16849.00,16601.35,16622.00,16669.701749815466110894,23031,1484,383919901.00,20931,90.88,247.65,-227.00
27-April-2021,16870.00,16910.05,16755.15,16783.20,16809.131137352392790553,1609,435,27045892.00,448,27.84,154.90,-86.80
26-April-2021,16800.05,16887.90,16700.00,16866.45,16815.762833675564681724,1948,549,32757106.00,422,21.66,187.90,66.40
23-April-2021,16850.00,16850.00,16580.00,16624.45,16665.586847073631214600,3178,869,52963235.00,1997,62.84,270.00,-225.55
22-April-2021,17199.00,17199.00,16552.60,16778.65,16847.635593952483801295,11575,2556,195011382.00,2431,21.00,646.40,-420.35
20-April-2021,17302.20,17371.50,16885.50,17086.25,17111.911415289256198347,3872,1576,66257321.00,1111,28.69,486.00,-215.95
19-April-2021,17239.50,17239.50,16952.10,17090.35,17083.175507020280811232,1282,538,21900631.00,479,37.36,287.40,-149.15
16-April-2021,17000.00,17328.00,16870.20,17238.10,17081.109581181870338496,1743,643,29772374.00,650,37.29,457.80,238.10
15-April-2021,17490.00,17490.00,16775.00,16871.90,16990.346976401179941002,2712,1053,46077821.00,946,34.88,715.00,-618.10
13-April-2021,17450.05,17597.20,17040.20,17162.15,17231.823019086176980913,1729,704,29793822.00,562,32.50,557.00,-287.90
12-April-2021,17401.30,17620.70,17341.60,17495.70,17497.062023562023562023,2886,797,50496521.00,1180,40.89,279.10,94.40
9-April-2021,17554.70,17848.00,17518.30,17580.60,17649.754050073637702503,2037,777,35952549.00,398,19.54,329.70,25.90
8-April-2021,17421.00,17750.00,17322.45,17667.90,17465.846453003467341392,21342,2272,372756095.00,18545,86.89,427.55,246.90
7-April-2021,17080.00,17863.85,17050.00,17420.65,17455.525352952873334658,5029,1650,87783837.00,1514,30.11,813.85,340.65
6-April-2021,16935.50,17111.00,16820.00,17078.30,17011.229015544041450777,2895,1176,49247508.00,1365,47.15,291.00,142.80
5-April-2021,17125.00,17149.60,16721.80,16909.20,16917.052643495980980414,8833,2384,149428326.00,6323,71.58,427.80,-215.80
1-April-2021,17105.00,17143.05,16968.90,17102.15,17072.497749015194147439,3554,1144,60675657.00,1041,29.29,174.15,-2.85
31-March-2021,17135.00,17261.45,16952.80,17170.25,17166.195961995249406175,5052,1412,86723622.00,3001,59.40,308.65,35.25
30-March-2021,16570.00,17218.00,16570.00,17114.05,16984.081882533001721828,5227,1789,88775796.00,2034,38.91,648.00,544.05
26-March-2021,16398.00,16600.05,16250.50,16568.30,16454.940673828125000000,4096,1393,67399437.00,2282,55.71,349.55,170.30
25-March-2021,16493.00,16583.00,16116.00,16173.85,16329.646695197337137422,4206,1515,68682494.00,1394,33.14,467.00,-319.15
24-March-2021,16600.00,16762.45,16409.00,16452.60,16593.074392339798674195,4073,1225,67583592.00,2104,51.66,353.45,-147.40
23-March-2021,16599.00,16747.70,16498.90,16693.60,16693.279033232628398791,8275,2124,138136884.00,5436,65.69,248.80,94.60
22-March-2021,16415.00,16672.65,16350.05,16594.25,16505.434017595307917888,2728,888,45026824.00,1481,54.29,322.60,179.25
19-March-2021,16202.00,16590.10,16075.15,16444.35,16409.486359360301034807,6378,2122,104659704.00,3191,50.03,514.95,242.35
18-March-2021,16458.00,16625.00,16172.75,16202.70,16346.306188268494255190,4961,2102,81094025.00,2356,47.49,452.25,-255.30
17-March-2021,16749.00,16749.35,16350.00,16458.10,16447.173572996706915477,7288,2195,119867001.00,4008,54.99,399.35,-290.90
16-March-2021,16850.05,17031.00,16690.00,16749.25,16811.859125188536953242,3315,1339,55731313.00,1621,48.90,341.00,-100.80
15-March-2021,16767.00,16860.00,16596.00,16831.25,16761.093377018488181605,4273,1582,71620152.00,2134,49.94,264.00,64.25
12-March-2021,16850.00,16990.00,16649.40,16766.20,16850.919096401365904912,7614,1760,128302898.00,5268,69.19,340.60,-83.80
10-March-2021,16913.35,16999.35,16785.45,16936.70,16919.902159867085102455,5417,1608,91655110.00,3846,71.00,213.90,23.35
9-March-2021,16900.00,16930.00,16660.00,16899.35,16789.146674246731097214,1759,668,29532109.00,589,33.48,270.00,-0.65
8-March-2021,16780.00,16888.00,16631.00,16851.35,16837.018861334264757247,5726,1131,96408770.00,3832,66.92,257.00,71.35
5-March-2021,16405.15,16836.70,16405.15,16774.45,16703.773403595784252944,3226,1148,53886373.00,1666,51.64,431.55,369.30
4-March-2021,16790.00,16790.00,16450.00,16649.40,16640.676264396594892338,11982,945,199388583.00,9974,83.24,340.00,-140.60
3-March-2021,16780.00,16780.00,16553.30,16694.85,16634.461651196873473375,2047,731,34050743.00,502,24.52,226.70,-85.15
2-March-2021,16399.00,16631.55,16290.30,16571.95,16486.017927761666227260,3793,1347,62531466.00,1884,49.67,341.25,172.95
1-March-2021,16274.95,16360.00,16090.70,16288.20,16208.359259259259259259,4590,1337,74396369.00,2100,45.75,269.30,13.25
26-February-2021,16075.00,16287.20,16010.00,16097.70,16117.889973057598485400,13733,4290,221346983.00,6701,48.79,277.20,22.70
25-February-2021,16394.70,16394.70,16102.00,16114.35,16274.070349613023752335,18735,3054,304894708.00,13665,72.94,292.70,-280.35
24-February-2021,16249.00,16800.00,15900.00,16351.75,16198.020041081441181369,18013,3824,291774935.00,12699,70.50,900.00,102.75
23-February-2021,16123.00,16250.00,16003.00,16165.25,16144.505031145184475323,6261,1860,101080746.00,1873,29.92,247.00,42.25
22-February-2021,16400.00,16531.05,16024.60,16099.20,16201.359076345155231466,9051,3526,146638501.00,4625,51.10,506.45,-300.80
19-February-2021,16395.00,16477.60,16214.45,16386.10,16336.320062316081010905,5777,2431,94374921.00,2482,42.96,263.15,-8.90
18-February-2021,17050.00,17050.00,16307.00,16374.15,16484.235504339581358033,13711,3533,226015353.00,9858,71.90,743.00,-675.85
17-February-2021,16900.00,16900.00,16360.00,16739.90,16663.362321870318107383,28701,9264,478255162.00,14296,49.81,540.00,-160.10
16-February-2021,17600.00,17634.60,17141.25,17222.45,17286.161498544488039488,7901,2887,136577962.00,3613,45.73,493.35,-377.55
15-February-2021,17290.00,17500.00,17280.00,17484.50,17418.606123508043591074,1927,693,33565654.00,526,27.30,220.00,194.50
12-February-2021,17449.85,17500.00,17241.00,17286.10,17390.663798049340218014,3486,1273,60623854.00,1326,38.04,259.00,-163.75
11-February-2021,17167.70,17442.00,17165.55,17416.65,17360.118024691358024691,2025,671,35154239.00,688,33.98,276.45,248.95
10-February-2021,17396.90,17439.30,17083.80,17167.70,17232.100269380425022448,3341,1563,57572447.00,1376,41.19,355.50,-229.20
9-February-2021,17340.00,17510.70,17164.05,17325.80,17379.782240235814296241,2714,946,47168729.00,978,36.04,346.65,-14.20
8-February-2021,17199.95,17280.00,17107.35,17213.55,17221.472339230553215388,7122,1725,122651326.00,2108,29.60,172.65,13.60
5-February-2021,17244.00,17244.00,17019.95,17123.30,17080.321614063124250898,2503,947,42752045.00,1226,48.98,224.05,-120.70
4-February-2021,17250.00,17250.00,17054.80,17073.20,17166.105358902448268020,13193,907,226472428.00,12037,91.24,195.20,-176.80
3-February-2021,17247.45,17284.00,17064.35,17155.40,17179.343612334801762114,2270,930,38997110.00,528,23.26,219.65,-92.05
2-February-2021,17211.00,17328.10,16800.00,17189.35,17202.154465212876427829,3852,1545,66262699.00,1260,32.71,528.10,-21.65
1-February-2021,17162.10,17277.00,16996.45,17096.95,17113.036289050173556326,3169,1436,54231212.00,1303,41.12,280.55,-65.15
29-January-2021,17500.00,17500.00,16961.20,17068.70,17267.158640226628895184,2118,893,36571842.00,863,40.75,538.80,-431.30
28-January-2021,17401.00,17519.95,17205.75,17375.40,17472.729867083659108678,12790,1611,223476215.00,10833,84.70,314.20,-25.60
27-January-2021,17560.00,17590.00,17344.70,17547.65,17482.975875118259224219,2114,1217,36959011.00,900,42.57,245.30,-12.35
25-January-2021,17799.00,17799.00,17236.75,17443.60,17363.202422611036339165,3715,1294,64504297.00,1181,31.79,562.25,-355.40
22-January-2021,17999.00,17999.00,17300.00,17580.15,17696.775901765157329240,2606,899,46117798.00,1102,42.29,699.00,-418.85
21-January-2021,17769.00,17899.85,17660.00,17714.50,17762.055075102412380518,2197,885,39023235.00,717,32.64,239.85,-54.50
20-January-2021,17815.00,17938.35,17630.45,17677.75,17751.928246753246753246,3080,1327,54675939.00,1114,36.17,307.90,-137.25
19-January-2021,17650.05,17802.30,17650.05,17755.55,17744.046200607902735562,1645,705,29188956.00,528,32.10,152.25,105.50
18-January-2021,17801.00,18075.00,17567.05,17629.15,17820.280082377169755810,6798,2623,121142264.00,2230,32.80,507.95,-171.85
15-January-2021,18149.00,18238.10,17800.00,17872.25,17979.793690071141354778,3233,1400,58128673.00,1223,37.83,438.10,-276.75
14-January-2021,18000.00,18200.65,18000.00,18128.95,18053.678253249598364247,13694,1230,247227070.00,11394,83.20,200.65,128.95
13-January-2021,18005.00,18268.40,17961.55,18022.75,18105.935372918175235336,5524,2221,100017187.00,1488,26.94,306.85,17.75
12-January-2021,18387.00,18395.00,17957.80,18003.80,18113.168418593786498481,4281,2308,77542474.00,1985,46.37,437.20,-383.20
11-January-2021,18418.00,18538.25,18189.00,18392.90,18350.435336251492240350,2513,792,46114644.00,501,19.94,349.25,-25.10
8-January-2021,18242.00,18339.95,18002.00,18295.45,18164.311659893716786495,3199,1749,58107633.00,1173,36.67,337.95,53.45
7-January-2021,18611.95,18621.05,18073.00,18139.75,18274.035336856010568031,3028,1266,55333779.00,1146,37.85,548.05,-472.20
6-January-2021,18500.00,18606.00,18437.80,18510.60,18505.776517922457937088,2734,1293,50594793.00,1129,41.29,168.20,10.60
5-January-2021,18356.00,18615.95,18284.15,18571.60,18485.031171212468484987,4363,1691,80650191.00,1678,38.46,331.80,215.60
4-January-2021,18450.00,18572.40,18324.50,18388.25,18460.829737019554956169,2966,1308,54754821.00,1048,35.33,247.90,-61.75
1-January-2021,18380.00,18509.90,18304.15,18451.05,18447.337019907500502714,4973,1302,91738607.00,1109,22.30,205.75,71.05
31-December-2020,18050.00,18450.00,18050.00,18392.35,18347.941649196366177498,2862,1212,52511809.00,875,30.57,400.00,342.35
30-December-2020,18457.00,18460.00,18240.00,18398.55,18339.385353095030514385,4588,1718,84141100.00,1790,39.01,220.00,-58.45
29-December-2020,18666.00,18669.90,18171.90,18268.50,18338.857844099744747692,5093,1905,93399803.00,1768,34.71,498.00,-397.50
28-December-2020,18650.00,18785.95,18523.45,18598.25,18623.520909090909090909,3300,1404,61457619.00,935,28.33,262.50,-51.75
24-December-2020,18721.00,18821.45,18383.80,18577.95,18560.633513931888544891,2584,1202,47960677.00,803,31.08,437.65,-143.05
23-December-2020,18505.00,18817.70,18505.00,18723.35,18678.344708077845907757,3751,1207,70062471.00,1889,50.36,312.70,218.35
22-December-2020,18200.00,18667.20,18000.50,18586.10,18322.397401433691756272,4464,1385,81791182.00,1053,23.59,666.70,386.10
21-December-2020,18363.00,18524.90,18078.00,18172.55,18334.389982502187226596,4572,1662,83824831.00,1017,22.24,446.90,-190.45
18-December-2020,18394.00,18600.00,18190.00,18347.25,18461.666582724754469906,3971,1627,73311278.00,799,20.12,410.00,-46.75
17-December-2020,18325.00,18395.80,18156.00,18298.15,18311.159923664122137404,2620,1031,47975239.00,411,15.69,239.80,-26.85
16-December-2020,18480.00,18725.00,18255.15,18321.60,18469.259336315406220742,9613,3179,177544990.00,1662,17.29,469.85,-158.40
15-December-2020,18500.00,18552.40,18135.35,18191.75,18322.982412835544585004,3241,1319,59384786.00,888,27.40,417.05,-308.25
14-December-2020,18420.00,18679.20,18303.75,18585.40,18558.754861111111111111,8640,2660,160347642.00,2757,31.91,375.45,165.40
11-December-2020,18320.00,18457.85,18204.25,18403.00,18338.036898920510304219,5095,2058,93432298.00,1380,27.09,253.60,83.00
10-December-2020,17567.00,18411.40,17567.00,18363.50,18097.260755459743181179,10669,3584,193079675.00,3367,31.56,844.40,796.50
9-December-2020,17510.00,17661.00,17491.90,17561.50,17554.616570327552986512,1038,525,18221692.00,279,26.88,169.10,51.50
8-December-2020,17800.00,17800.00,17388.30,17517.30,17506.620827770360480640,2247,1107,39337377.00,507,22.56,411.70,-282.70
7-December-2020,17730.00,17899.00,17455.30,17560.15,17616.221374045801526717,3537,1521,62308575.00,1252,35.40,443.70,-169.85
4-December-2020,17487.00,17873.10,17487.00,17825.90,17700.493529411764705882,6800,3595,120363356.00,4223,62.10,386.10,338.90
3-December-2020,17524.00,17524.00,17329.50,17498.35,17299.296815834767641996,11620,922,201017829.00,10253,88.24,194.50,-25.65
2-December-2020,17538.80,17538.80,17150.05,17265.85,17259.860383944153577661,4011,1845,69229300.00,1864,46.47,388.75,-272.95
1-December-2020,18188.00,18188.00,17350.00,17417.15,17481.514392059553349875,4030,1935,70450503.00,1288,31.96,838.00,-770.85
27-November-2020,17835.00,18040.00,16949.95,17657.60,17752.581753787630353512,15247,4181,270673614.00,9287,60.91,1090.05,-177.40
26-November-2020,17490.00,17834.95,17280.30,17752.65,17511.298376480912681000,4558,2076,79816498.00,1710,37.52,554.65,262.65
25-November-2020,17754.00,17798.95,17325.00,17526.10,17432.827311793729110297,12566,2505,219060908.00,7532,59.94,473.95,-227.90
24-November-2020,17790.25,17950.00,17615.95,17679.90,17801.226923656075892184,6641,2732,118217948.00,2048,30.84,334.05,-110.35
23-November-2020,17549.95,17840.00,17472.00,17791.35,17708.069182389937106918,7314,3366,129516818.00,3992,54.58,368.00,241.40
20-November-2020,17006.55,17500.00,16933.90,17470.00,17395.874142367066895368,9328,3522,162268714.00,2719,29.15,566.10,463.45
19-November-2020,16865.00,17199.00,16801.00,16933.50,17083.383512544802867383,3906,1607,66727696.00,1154,29.54,398.00,68.50
18-November-2020,16949.95,16957.05,16678.05,16865.75,16812.684403669724770642,2725,1632,45814565.00,1036,38.02,279.00,-84.20
17-November-2020,16900.10,17061.00,16846.75,16983.20,16966.363190406976744186,5504,2592,93382863.00,2853,51.84,214.25,83.10
14-November-2020,16835.00,16869.90,16750.15,16842.10,16833.954459203036053130,1054,466,17742988.00,584,55.41,119.75,7.10
13-November-2020,16789.00,16886.95,16641.10,16825.95,16736.548334018922254216,14586,1877,244119294.00,12945,88.75,245.85,36.95
12-November-2020,16750.00,16975.65,16538.85,16729.70,16725.535848381905953870,5593,2442,93545922.00,2221,39.71,436.80,-20.30
11-November-2020,16750.00,16807.90,16458.70,16699.45,16618.123295704442163905,6821,3164,113352219.00,1991,29.19,349.20,-50.55
10-November-2020,17177.00,17330.05,16580.90,16607.90,16779.484692122463020295,8721,3369,146333886.00,3183,36.50,749.15,-569.10
9-November-2020,17270.00,17370.00,16868.45,17315.20,17196.608975296009355357,6841,2889,117642002.00,3528,51.57,501.55,45.20
6-November-2020,17280.00,17280.00,16907.80,17008.75,17022.051789077212806026,2124,1228,36154838.00,703,33.10,372.20,-271.25
5-November-2020,17000.00,17400.00,17000.00,17218.60,17255.205068588700302255,4301,1735,74214637.00,1043,24.25,400.00,218.60
4-November-2020,17100.00,17200.00,16852.00,16995.60,17065.197338228545204222,2179,1083,37185065.00,715,32.81,348.00,-104.40
3-November-2020,17200.00,17277.25,16558.45,16794.60,16906.397360442304262528,5607,1654,94794170.00,1831,32.66,718.80,-405.40
2-November-2020,17122.00,17359.45,16934.00,17110.20,17096.352207977207977207,2808,1461,48006557.00,1050,37.39,425.45,-11.80
30-October-2020,16925.00,17350.00,16920.00,17162.80,17192.322371177209886887,4774,2105,82076147.00,882,18.48,430.00,237.80
29-October-2020,16620.00,17210.25,16620.00,16861.45,16948.601061007957559681,5655,2896,95844339.00,2264,40.04,590.25,241.45
28-October-2020,17199.95,17295.40,16937.90,17119.95,17170.604408153942785359,17513,3327,300708795.00,13273,75.79,357.50,-80.00
27-October-2020,16490.00,17299.00,16406.65,17233.25,17002.904845019560637977,16615,6973,282503264.00,6151,37.02,892.35,743.25
26-October-2020,16139.60,16375.00,16053.85,16256.20,16215.149542015133412982,10044,3424,162864962.00,3631,36.15,321.15,116.60
23-October-2020,15912.00,16066.15,15815.35,15863.00,15898.198751950078003120,3205,1461,50953727.00,789,24.62,250.80,-49.00
22-October-2020,16000.00,16074.10,15773.15,15911.25,15889.324956885932495688,4059,1633,64494770.00,1354,33.36,300.95,-88.75
21-October-2020,16230.00,16300.00,15955.50,16015.70,16129.236489151873767258,5070,2568,81775229.00,1257,24.79,344.50,-214.30
20-October-2020,16000.00,16421.60,15880.00,16252.65,16224.370271642548870271,7878,2834,127815589.00,1993,25.30,541.60,252.65
19-October-2020,15588.00,16160.00,15435.00,16089.65,15909.104198184568835098,5288,3234,84127343.00,2999,56.71,725.00,501.65
16-October-2020,15699.00,15807.50,15389.90,15434.20,15484.619406106231702216,2391,1298,37023725.00,792,33.12,417.60,-264.80
15-October-2020,15820.00,15820.00,15563.65,15592.80,15651.298302011210023079,12132,795,189881551.00,11029,90.91,256.35,-227.20
14-October-2020,15673.00,15819.30,15551.65,15669.40,15688.780417566594672426,1389,759,21791716.00,448,32.25,267.65,-3.60
13-October-2020,15900.00,15983.35,15655.15,15671.55,15808.939116379310344827,1856,903,29341391.00,854,46.01,328.20,-228.45
12-October-2020,16145.00,16145.00,15861.75,15900.60,15945.534050179211469534,1953,1069,31141628.00,823,42.14,283.25,-244.40
9-October-2020,16380.00,16380.00,15998.05,16045.00,16080.283156498673740053,3016,1483,48498134.00,973,32.26,381.95,-335.00
8-October-2020,16133.00,16320.20,16072.75,16300.90,16198.429160226687274600,1941,869,31441151.00,892,45.96,247.45,167.90
7-October-2020,15900.00,16132.50,15876.85,16111.80,16036.189897455374097987,2633,1082,42223288.00,715,27.16,255.65,211.80
6-October-2020,16100.00,16130.00,15840.00,15874.95,15976.543512658227848101,2528,1283,40388702.00,724,28.64,290.00,-225.05
5-October-2020,16100.00,16141.45,15824.95,16039.60,16038.695898161244695898,1414,720,22678716.00,327,23.13,316.50,-60.40
1-October-2020,16000.00,16043.25,15796.35,15998.45,15966.869438129262747645,3079,1456,49161991.00,1030,33.45,246.90,-1.55
30-September-2020,15690.00,16022.80,15620.00,15924.70,15689.194937924411825228,14579,2302,228732773.00,12459,85.46,402.80,234.70
29-September-2020,15800.00,15845.00,15577.85,15625.40,15687.579787234042553191,2820,1455,44238975.00,806,28.58,267.15,-174.60
28-September-2020,16619.00,16619.00,15625.00,15721.35,15816.422746781115879828,1398,801,22111359.00,475,33.98,994.00,-897.65
25-September-2020,15300.00,15828.05,15300.00,15734.25,15660.542134160897588923,12567,2246,196806033.00,8258,65.71,528.05,434.25
24-September-2020,15362.95,15454.65,15180.85,15257.85,15346.446952595936794582,2215,1188,33992380.00,679,30.65,273.80,-105.10
23-September-2020,15275.00,15400.00,15130.00,15362.95,15295.898518518518518518,5400,2387,82597852.00,1735,32.13,270.00,87.95
22-September-2020,15495.00,15514.80,15104.25,15203.25,15226.568655992236778262,4122,1520,62763916.00,1304,31.64,410.55,-291.75
21-September-2020,16100.00,16100.00,15156.40,15418.90,15568.984351988217967599,10864,5420,169141446.00,5675,52.24,943.60,-681.10
18-September-2020,16149.30,16248.00,15925.00,16098.90,16028.584857234520372152,3117,1710,49961099.00,1231,39.49,323.00,-50.40
17-September-2020,16240.00,16299.00,16098.55,16121.85,16209.541998773758430410,1631,733,26437763.00,447,27.41,200.45,-118.15
16-September-2020,16065.90,16221.20,16065.90,16196.30,16167.668589558696279203,3467,1155,56053307.00,965,27.83,155.30,130.40
15-September-2020,16199.95,16199.95,16000.00,16038.40,16074.414460285132382892,1964,967,31570150.00,683,34.78,199.95,-161.55
14-September-2020,16335.00,16344.55,16000.00,16066.35,16130.445076324453756360,3341,1337,53891817.00,1307,39.12,344.55,-268.65
11-September-2020,16370.00,16370.15,16195.00,16324.00,16300.180539273153575615,1706,748,27808108.00,366,21.45,175.15,-46.00
10-September-2020,16313.00,16440.00,16234.95,16412.80,16357.339341917024320457,3495,1781,57168901.00,2164,61.92,205.05,99.80
9-September-2020,16002.00,16340.00,16002.00,16313.20,16243.283462996209854378,5013,2573,81427580.00,2257,45.02,338.00,311.20
8-September-2020,16300.00,16353.80,16100.00,16135.45,16199.024024024024024024,2331,1105,37759925.00,947,40.63,253.80,-164.55
7-September-2020,16231.00,16510.00,15970.50,16402.50,16273.750179985601151907,2778,1291,45208478.00,621,22.35,539.50,171.50
4-September-2020,16279.55,16417.00,16144.70,16231.45,16271.303337558090409801,2367,1065,38514175.00,822,34.73,272.30,-48.10
3-September-2020,16002.00,16430.50,15923.25,16387.80,16248.699438537809102855,8371,4349,136017863.00,5118,61.14,507.25,385.80
2-September-2020,16234.00,16251.25,15974.05,15994.25,16100.070175438596491228,2622,1145,42214384.00,1674,63.84,277.20,-239.75
1-September-2020,15951.05,16254.20,15747.00,16191.10,15986.630534351145038167,2620,1412,41884972.00,849,32.40,507.20,240.05
31-August-2020,16157.00,16272.00,15880.00,15946.10,16085.125570197668525088,7892,4208,126943811.00,2794,35.40,392.00,-210.90
28-August-2020,16350.00,16365.70,16090.00,16104.45,16221.499479979199167966,3846,1553,62387887.00,1516,39.42,275.70,-245.55
27-August-2020,16190.00,16320.00,16095.00,16111.35,16146.065116279069767441,2580,1398,41656848.00,1349,52.29,225.00,-78.65
26-August-2020,16285.00,16348.95,16171.00,16189.05,16213.587843833185448092,6762,3436,109636281.00,4588,67.85,177.95,-95.95
25-August-2020,16482.05,16482.05,16266.75,16290.50,16326.389426321709786276,4445,2300,72570801.00,2245,50.51,215.30,-191.55
24-August-2020,16560.00,16699.00,16409.05,16535.50,16604.776453765490943755,2098,949,34836821.00,950,45.28,289.95,-24.50
21-August-2020,16235.80,16683.70,16235.80,16556.65,16503.797246423577498117,9297,4668,153435803.00,5940,63.89,447.90,320.85
20-August-2020,16348.50,16348.50,16191.10,16217.85,16246.573212018620397799,4726,2218,76781305.00,2918,61.74,157.40,-130.65
19-August-2020,16675.00,16675.00,16321.00,16348.50,16400.656136887133925633,3039,1485,49841594.00,1628,53.57,354.00,-326.50
18-August-2020,16430.00,16617.70,16320.20,16549.45,16447.969390103567318757,4345,1992,71466427.00,1316,30.29,297.50,119.45
17-August-2020,16356.00,16521.00,16316.10,16427.35,16430.203914428766499772,2197,1087,36097158.00,825,37.55,204.90,71.35
14-August-2020,16478.10,16540.00,16315.00,16355.85,16420.771662763466042154,3416,1668,56093356.00,1493,43.71,225.00,-122.25
13-August-2020,16538.70,16650.00,16462.00,16478.10,16536.359906213364595545,1706,862,28211030.00,867,50.82,188.00,-60.60
12-August-2020,16620.00,16620.00,16455.00,16538.70,16520.866427432216905901,2508,1239,41434333.00,991,39.51,165.00,-81.30
11-August-2020,16667.05,16779.80,16584.15,16620.65,16700.562734082397003745,2136,1148,35672402.00,770,36.05,195.65,-46.40
10-August-2020,16900.00,16900.00,16643.25,16667.05,16743.919802590993214065,1621,810,27141894.00,631,38.93,256.75,-232.95
7-August-2020,16757.00,16893.20,16554.60,16761.45,16746.566241021548284118,2506,1050,41966895.00,602,24.02,338.60,4.45
6-August-2020,16501.10,16700.00,16474.75,16671.25,16572.569371099375900144,2083,901,34520662.00,794,38.12,225.25,170.15
5-August-2020,16545.00,16625.00,16460.00,16496.10,16519.414403915627549236,8581,1398,141753095.00,6510,75.87,165.00,-48.90
4-August-2020,16575.20,16640.00,16411.25,16582.65,16515.925868325557283566,1929,876,31859221.00,586,30.38,228.75,7.45
3-August-2020,16530.00,16604.05,16346.65,16517.50,16469.963673285198555956,4432,1854,72994879.00,1509,34.05,257.40,-12.50
31-July-2020,16450.50,16666.10,16433.30,16526.45,16507.708333333333333333,9384,2084,154908335.00,6558,69.88,232.80,75.95
30-July-2020,16799.00,16799.00,16445.60,16531.60,16602.327307692307692307,5200,2297,86332102.00,1860,35.77,353.40,-267.40
29-July-2020,17099.00,17188.95,16511.10,16581.90,16739.526666222784473000,15019,6639,251410951.00,5277,35.14,677.85,-517.10
28-July-2020,17375.60,17447.35,17025.00,17098.95,17221.443028889287636820,5573,2274,95975102.00,1474,26.45,422.35,-276.65
27-July-2020,17269.00,17400.00,17220.95,17343.90,17320.742541436464088397,2715,1183,47025816.00,606,22.32,179.05,74.90
24-July-2020,17257.00,17400.00,16975.00,17231.40,17144.697559975394709862,4877,2198,83614690.00,1023,20.98,425.00,-25.60
23-July-2020,17082.00,17290.75,17053.55,17260.10,17166.588832487309644670,3546,1366,60872724.00,837,23.60,237.20,178.10
