Date,Open Price,High,Low,Close Price,Total Traded Quantity
2004-09-09,101.625,102.0625,101.0,101.415627,13698032.0
2004-09-10,101.881248,103.996872,101.415627,103.378128,18587072.0
2004-09-13,105.3125,106.243752,103.125,104.740623,18370576.0
2004-09-14,104.981247,106.612503,104.831253,106.318748,30164176.0
2004-09-15,106.75,106.990623,105.3125,106.3125,21460064.0
2004-09-16,106.078125,106.375,105.009377,105.934372,16680048.0
2004-09-17,105.996872,105.996872,104.390625,105.606247,20388080.0
2004-09-20,105.0625,105.0625,103.4375,103.59375,20823424.0
2004-09-21,103.759377,105.0625,103.587502,104.759377,27698816.0
2004-09-22,104.759377,104.981247,103.4375,103.96875,23176304.0
2004-09-23,103.737503,103.737503,101.625,101.893753,23091104.0
2004-09-24,102.21875,102.925003,100.493752,100.871872,20775696.0
2004-09-27,101.25,102.800003,100.890625,102.481247,16671776.0
2004-09-28,102.418747,102.418747,100.0625,100.743752,18208848.0
2004-09-29,101.015625,102.868752,100.640625,102.493752,20993216.0
2004-09-30,104.375,106.375,102.818748,105.96875,34462048.0
2004-10-01,108.4375,108.5625,105.690628,106.453125,20852576.0
2004-10-04,107.5,108.875,107.5,107.993752,18128336.0
2004-10-05,108.140625,108.675003,107.065628,107.53125,13884688.0
2004-10-06,106.875,106.875,105.0,105.365623,29443040.0
2004-10-07,106.25,107.0,105.018753,106.59375,15432096.0
2004-10-08,106.75,108.087502,106.3125,106.753128,20248128.0
2004-10-11,106.578125,107.171875,105.021873,105.409378,14722064.0
2004-10-12,108.25,108.6875,106.375,106.959373,36566784.0
2004-10-13,106.959373,106.959373,106.959373,106.959373,0.0
2004-10-14,107.631248,114.0625,106.946877,113.40625,49699776.0
2004-10-15,113.471878,114.75,111.078125,111.671875,17571888.0
2004-10-18,112.5625,112.5625,109.453125,110.074997,25400864.0
2004-10-19,111.25,111.543747,109.318748,110.490623,31222048.0
2004-10-20,110.75,112.15625,109.506248,109.925003,26192688.0
2004-10-21,110.021873,111.550003,109.6875,111.234375,21814288.0
2004-10-22,111.234375,111.234375,111.234375,111.234375,0.0
2004-10-25,111.571877,114.493752,111.571877,113.768753,31941936.0
2004-10-26,113.8125,116.875,113.75,116.3125,24678512.0
2004-10-27,117.0,117.493752,114.521873,116.737503,18445424.0
2004-10-28,117.5,122.356247,117.5,121.800003,45555712.0
2004-10-29,121.625,122.1875,118.8125,119.146873,26163552.0
2004-11-01,119.25,122.053123,118.4375,121.628128,20272976.0
2004-11-02,121.5,121.5,119.193748,119.412498,20692816.0
2004-11-03,119.875,123.4375,119.875,122.559372,26833088.0
2004-11-04,123.78125,125.543747,123.78125,124.231247,25218416.0
2004-11-05,125.9375,130.481247,122.578125,123.537498,17506880.0
2004-11-08,125.0,129.293747,125.0,126.112503,39839408.0
2004-11-09,126.875,127.8125,125.315628,127.296875,23967216.0
2004-11-10,127.8125,128.125,125.9375,127.565628,28240464.0
2004-11-11,127.5,127.5,125.6875,126.068748,21130096.0
2004-11-12,127.5,127.981247,125.9375,126.699997,4572400.0
2004-11-15,126.699997,126.699997,126.699997,126.699997,0.0
2004-11-16,127.3125,128.356247,127.0,128.065628,19068224.0
2004-11-17,128.125,130.149994,127.5,129.806244,14579280.0
2004-11-18,129.378128,130.0,128.574997,128.925003,10655520.0
2004-11-19,129.1875,129.6875,128.25,128.615631,8931520.0
2004-11-22,128.0625,128.0625,125.375,126.75,9862432.0
2004-11-23,126.875,127.793747,126.375,126.940628,11034512.0
2004-11-24,126.5625,127.625,126.137497,126.493752,8668272.0
2004-11-25,126.893753,127.731247,126.3125,126.849998,9810368.0
2004-11-26,126.849998,126.849998,126.849998,126.849998,0.0
2004-11-29,127.512497,130.9375,127.0625,130.675003,14059680.0
2004-11-30,131.256256,135.550003,131.25,134.324997,28184384.0
2004-12-01,134.375,134.6875,131.324997,131.771881,20927696.0
2004-12-02,132.5,133.375,129.459381,129.993744,25157936.0
2004-12-03,130.0,130.381256,127.753128,128.209381,25063136.0
2004-12-06,127.5,129.625,125.875,126.884377,19835920.0
2004-12-07,124.375,128.987503,124.375,127.493752,16453888.0
2004-12-08,126.525002,127.8125,126.25,126.962502,14876688.0
2004-12-09,127.4375,128.75,127.1875,127.637497,12779168.0
2004-12-10,128.25,128.75,126.599998,127.087502,12232480.0
2004-12-13,128.75,128.75,125.959373,127.349998,6849888.0
2004-12-14,127.8125,128.418747,127.5625,128.203125,6764560.0
2004-12-15,128.731247,131.96875,128.731247,131.290619,17621776.0
2004-12-16,131.25,133.25,130.25,132.521881,10711152.0
2004-12-17,131.5625,132.3125,130.0,130.568756,11021392.0
2004-12-20,131.856247,132.5625,131.068756,132.118744,7299728.0
2004-12-21,132.5,133.712494,131.871872,132.193756,10934976.0
2004-12-22,128.125,132.4375,128.125,130.090622,24453024.0
2004-12-23,126.3125,130.25,126.3125,129.131256,11333920.0
2004-12-24,129.981247,129.981247,127.328125,129.074997,16076928.0
2004-12-27,128.75,130.0,127.893753,128.643753,6694624.0
2004-12-28,128.5,129.493744,127.953125,128.859375,8115072.0
2004-12-29,129.375,131.793747,129.0625,129.571869,12955248.0
2004-12-30,129.375,130.931244,127.078125,128.009369,15631056.0
2004-12-31,128.75,130.940628,127.996872,130.731247,12498704.0
2005-01-03,132.4375,149.875,130.96875,132.471878,9104288.0
2005-01-04,132.8125,132.8125,130.0,130.628128,10220864.0
2005-01-05,129.0625,130.0,125.068748,128.28125,22197872.0
2005-01-06,127.578125,130.871872,124.875,127.734375,27031104.0
2005-01-07,127.1875,129.0625,124.6875,128.175003,33500080.0
2005-01-10,128.75,131.25,123.8125,124.681252,24651840.0
2005-01-11,124.375,126.418747,121.943748,123.228127,34083200.0
2005-01-12,126.5625,126.5625,117.196877,119.140625,63117008.0
2005-01-13,128.128128,128.128128,120.625,123.021873,35060464.0
2005-01-14,123.75,125.518753,121.875,123.375,19852096.0
2005-01-17,123.875,125.875,120.949997,124.856247,19508400.0
2005-01-18,125.625,126.25,121.993752,122.837502,18835760.0
2005-01-19,122.196877,124.359375,121.956253,122.434372,12037472.0
2005-01-20,122.0,123.625,120.125,122.796875,18539120.0
2005-01-24,122.5,122.806252,118.287498,119.09375,18662816.0
2005-01-25,119.3125,120.125,117.625,119.553123,16201056.0
2005-01-27,120.625,122.78125,120.346878,122.006248,19668176.0
2005-01-28,122.5,127.990623,121.574997,127.353127,17999552.0
2005-01-31,128.8125,131.106247,127.0,129.290619,23864720.0
2005-02-01,129.375,130.875,128.4375,128.859375,22166592.0
2005-02-02,129.5625,131.8125,129.0,129.487503,12938256.0
2005-02-03,129.375,131.875,128.887497,131.334381,14813472.0
2005-02-04,132.1875,132.487503,129.84375,130.337494,9580576.0
2005-02-07,130.0,131.5625,126.25,126.871872,31089440.0
2005-02-08,128.75,128.75,126.5625,127.724998,17364464.0
2005-02-09,128.125,129.024994,127.378128,127.8125,8274208.0
2005-02-10,128.4375,128.4375,126.596878,127.775002,7435616.0
2005-02-11,129.375,131.731247,129.375,131.475006,18523056.0
2005-02-14,132.5,136.231247,132.5,135.603119,21044864.0
2005-02-15,135.625,136.75,134.0625,136.368744,15539824.0
2005-02-16,136.5,137.84375,135.625,136.478119,16757232.0
2005-02-17,135.625,136.237503,133.449997,135.871872,17528720.0
2005-02-18,135.625,136.478119,131.3125,135.293747,6471376.0
2005-02-21,135.125,135.3125,133.125,133.993744,8007472.0
2005-02-22,134.3125,135.9375,131.481247,135.0625,8232832.0
2005-02-23,134.543747,134.6875,133.4375,133.787506,7623536.0
2005-02-24,134.0625,135.9375,133.75,135.268753,13470832.0
2005-02-25,134.709381,136.625,134.709381,136.215622,10544240.0
2005-02-28,138.0625,140.496872,134.565628,140.006256,17478560.0
2005-03-01,140.0,140.0,135.9375,136.328125,11760288.0
2005-03-02,136.375,137.8125,134.378128,136.690628,15075504.0
2005-03-03,136.3125,139.1875,136.3125,138.403122,14982720.0
2005-03-04,138.453125,140.612503,138.4375,139.637497,12496896.0
2005-03-07,139.6875,141.375,138.909378,140.756256,12252080.0
2005-03-08,140.625,142.668747,140.0,141.506256,10757312.0
2005-03-09,140.625,142.050003,139.143753,140.743744,8670176.0
2005-03-10,140.625,140.625,137.1875,139.503128,13265920.0
2005-03-11,140.0,140.625,137.828125,138.415619,9922640.0
2005-03-14,138.125,140.0625,136.875,139.134369,10515408.0
2005-03-15,137.5,139.362503,135.0,138.175003,6268288.0
2005-03-16,137.25,139.043747,136.631256,137.068756,10693536.0
2005-03-17,137.1875,137.746872,135.693756,136.318756,8216112.0
2005-03-18,136.543747,137.8125,134.059372,137.496872,15457456.0
2005-03-21,138.0625,140.550003,137.1875,139.784378,14841488.0
2005-03-22,141.1875,141.25,137.5,138.984375,13384816.0
2005-03-23,138.59375,138.987503,134.456253,135.149994,11986160.0
2005-03-24,135.625,136.78125,134.375,134.943756,12574736.0
2005-03-28,135.9375,138.559372,135.4375,136.625,10014304.0
2005-03-29,136.75,136.75,134.375,135.412506,8419616.0
2005-03-30,134.690628,136.875,133.875,135.643753,9733296.0
2005-03-31,139.043747,144.6875,136.756256,141.074997,17932432.0
2005-04-01,141.243744,141.243744,138.271881,139.740631,13726912.0
2005-04-04,139.8125,141.0625,138.524994,139.290619,12920176.0
2005-04-05,140.625,151.425003,138.3125,138.840622,7810144.0
2005-04-06,139.0625,140.0,138.1875,139.768753,9296960.0
2005-04-07,139.25,140.293747,135.971878,136.768753,11027536.0
2005-04-08,135.96875,136.25,132.375,132.993744,19671728.0
2005-04-11,133.0,133.0,129.390625,129.862503,11956640.0
2005-04-12,124.0,133.125,124.0,132.346878,17246368.0
2005-04-13,133.75,133.75,130.446869,131.34375,19030976.0
2005-04-15,128.125,128.125,120.9375,122.318748,34920000.0
2005-04-18,121.875,121.875,118.75,119.621872,26963280.0
2005-04-19,120.875,123.418747,118.75,119.537498,24550800.0
2005-04-20,121.875,122.478127,118.334373,121.75,26726288.0
2005-04-21,121.25,121.875,118.9375,121.550003,21352304.0
2005-04-22,123.75,125.5,121.737503,124.953125,24501168.0
2005-04-25,126.125,126.125,123.4375,124.275002,13649968.0
2005-04-26,123.6875,123.731247,122.034378,122.412498,9105984.0
2005-04-27,119.6875,120.9375,117.375,119.634377,32434624.0
2005-04-28,119.375,119.6875,118.125,119.099998,22117360.0
2005-04-29,119.9375,119.9375,117.275002,117.925003,13801088.0
2005-05-02,118.5625,124.087502,118.5625,119.696877,11048400.0
2005-05-03,120.3125,120.3125,118.75,118.840622,10467584.0
2005-05-04,118.75,121.6875,118.75,121.099998,11367104.0
2005-05-05,123.125,125.4375,121.946877,124.696877,25562000.0
2005-05-06,125.1875,126.875,124.8125,126.346878,15746112.0
2005-05-09,127.4375,131.46875,127.4375,131.037506,19673888.0
2005-05-10,131.25,132.4375,128.125,128.699997,18254896.0
2005-05-11,124.6875,130.0,124.6875,129.121872,16088160.0
2005-05-12,128.918747,129.125,127.5625,128.821869,11528144.0
2005-05-13,128.125,128.125,126.275002,127.056252,17406320.0
2005-05-16,127.5,130.306244,127.5,129.868744,16266704.0
2005-05-17,130.25,132.25,128.475006,128.996872,21067296.0
2005-05-18,128.75,128.868744,124.568748,127.640625,22171344.0
2005-05-19,129.0625,131.875,129.0625,131.046875,16827280.0
2005-05-20,132.125,134.375,129.625,133.78125,15354560.0
2005-05-23,134.25,134.25,132.268753,133.409378,5803728.0
